0.0	-0.07	
1.0E-4	-0.070006154	
2.0E-4	-0.07001225	
3.0E-4	-0.07001828	
4.0E-4	-0.070024244	
5.0E-4	-0.07003015	
6.0E-4	-0.070036	
7.0E-4	-0.07004179	
8.0E-4	-0.07004752	
9.0E-4	-0.07005319	
0.001	-0.0700588	
0.0011	-0.07006436	
0.0012	-0.07006986	
0.0013	-0.0700753	
0.0014	-0.07008069	
0.0015	-0.07008602	
0.0016	-0.0700913	
0.0017	-0.07009652	
0.0018	-0.07010169	
0.0019	-0.070106804	
0.002	-0.07011187	
0.0021	-0.070116885	
0.0022	-0.07012185	
0.0023	-0.07012676	
0.0024	-0.07013162	
0.0025	-0.070136435	
0.0026	-0.070141196	
0.0027	-0.07014591	
0.0028	-0.07015058	
0.0029	-0.070155196	
0.003	-0.07015976	
0.0031	-0.070164286	
0.0032	-0.07016876	
0.0033	-0.0701732	
0.0034	-0.070177585	
0.0035	-0.07018193	
0.0036	-0.07018623	
0.0037	-0.07019048	
0.0038	-0.07019469	
0.0039	-0.07019886	
0.004	-0.070202984	
0.0041	-0.07020707	
0.0042	-0.070211105	
0.0043	-0.070215106	
0.0044	-0.07021906	
0.0045	-0.07022298	
0.0046	-0.07022686	
0.0047	-0.0702307	
0.0048	-0.0702345	
0.0049	-0.070238255	
0.005	-0.07024198	
0.0051	-0.07024566	
0.0052	-0.07024931	
0.0053	-0.07025292	
0.0054	-0.070256494	
0.0055	-0.070260026	
0.0056	-0.07026353	
0.0057	-0.07026699	
0.0058	-0.07027042	
0.0059	-0.07027381	
0.006	-0.07027717	
0.0061	-0.07028049	
0.0062	-0.07028378	
0.0063	-0.07028704	
0.0064	-0.07029026	
0.0065	-0.07029345	
0.0066	-0.07029661	
0.0067	-0.07029973	
0.0068	-0.07030282	
0.0069	-0.070305884	
0.007	-0.070308916	
0.0071	-0.07031191	
0.0072	-0.070314884	
0.0073	-0.07031782	
0.0074	-0.070320725	
0.0075	-0.07032361	
0.0076	-0.070326455	
0.0077	-0.07032927	
0.0078	-0.070332065	
0.0079	-0.07033482	
0.008	-0.07033756	
0.0081	-0.07034026	
0.0082	-0.07034294	
0.0083	-0.07034559	
0.0084	-0.07034822	
0.0085	-0.07035081	
0.0086	-0.07035338	
